labels,Lat,Lon,number_of_people/month,number_of_people/day_average,month,day_name,hour
0,40.74697191247003,-73.98602230215823,6672,1334,4.0,Tuesday,16.0
1,40.771565048543714,-73.86802427184465,130,26,4.0,Tuesday,16.0
2,40.71963235294119,-73.95873088235297,103,20,4.0,Tuesday,16.0
3,40.692579487179486,-74.1788076923077,68,13,4.0,Tuesday,16.0
4,40.645493076923096,-73.78370538461537,39,7,4.0,Tuesday,16.0
0,40.746430584607175,-73.98662367927086,7458,1491,4.0,Tuesday,17.0
1,40.77123146067416,-73.8675202247191,110,22,4.0,Tuesday,17.0
2,40.64510272727272,-73.78369818181815,89,17,4.0,Tuesday,17.0
3,40.71933818181817,-73.95721454545456,55,11,4.0,Tuesday,17.0
4,40.69290606060607,-74.17881818181817,33,6,4.0,Tuesday,17.0
0,40.744732083064974,-73.98708153573739,6212,1242,4.0,Tuesday,18.0
1,40.64560872483221,-73.78434228187918,149,29,4.0,Tuesday,18.0
2,40.71657263157895,-73.9588063157895,100,20,4.0,Tuesday,18.0
3,40.771657999999995,-73.86783099999998,95,19,4.0,Tuesday,18.0
4,40.692946875,-74.178921875,32,6,4.0,Tuesday,18.0
0,40.745753436928716,-73.98736495429632,5470,1094,4.0,Tuesday,19.0
1,40.77163243243243,-73.8681198198198,135,27,4.0,Tuesday,19.0
2,40.71673717948717,-73.95876923076924,126,25,4.0,Tuesday,19.0
3,40.64501037037039,-73.78385999999998,111,22,4.0,Tuesday,19.0
4,40.69631190476189,-73.98528888888887,78,15,4.0,Tuesday,19.0
0,40.744922343982054,-73.98805167161944,5384,1076,4.0,Tuesday,20.0
1,40.771619327731095,-73.8680731092437,119,23,4.0,Tuesday,20.0
2,40.64567954545454,-73.78263749999998,95,19,4.0,Tuesday,20.0
3,40.6763,-73.98644799999998,88,17,4.0,Tuesday,20.0
4,40.716586315789456,-73.95822105263157,50,10,4.0,Tuesday,20.0
5,40.68596734693877,-73.97612040816331,49,9,4.0,Tuesday,20.0
0,40.744330194871715,-73.98961983589739,4875,975,4.0,Tuesday,21.0
1,40.68832164179102,-73.98062462686578,268,53,4.0,Tuesday,21.0
2,40.77127011494254,-73.8673,125,25,4.0,Tuesday,21.0
3,40.71628399999998,-73.95736319999999,99,19,4.0,Tuesday,21.0
4,40.6457828282828,-73.78307474747473,87,17,4.0,Tuesday,21.0
5,40.74170425531915,-74.03109787234042,47,9,4.0,Tuesday,21.0
0,40.74204634146338,-73.9907719330178,2747,549,4.0,Tuesday,22.0
1,40.71775161290323,-73.95835241935488,124,24,4.0,Tuesday,22.0
2,40.68353627450981,-73.97795392156866,102,20,4.0,Tuesday,22.0
3,40.645937037037015,-73.78394074074076,84,16,4.0,Tuesday,22.0
4,40.70152499999998,-73.98752083333335,81,16,4.0,Tuesday,22.0
5,40.7720095238095,-73.86862738095238,48,9,4.0,Tuesday,22.0
6,40.69092325581394,-74.17995116279072,43,8,4.0,Tuesday,22.0
0,40.74068888888891,-73.99105532567056,1305,261,4.0,Tuesday,23.0
1,40.645956198347086,-73.78305289256201,121,24,4.0,Tuesday,23.0
2,40.718646875000005,-73.956975,32,6,4.0,Tuesday,23.0
0,40.739923916811165,-73.99226707105719,577,115,4.0,Wednesday,0.0
1,40.64554897959184,-73.78331836734695,49,9,4.0,Wednesday,0.0
0,40.75726985294118,-73.98137499999997,178,35,4.0,Wednesday,1.0
1,40.73143539325841,-73.99867191011239,136,27,4.0,Wednesday,1.0
2,40.738150000000005,-73.98864999999999,8,1,4.0,Wednesday,1.0
0,40.74069305555554,-74.0032277777778,72,14,4.0,Wednesday,2.0
1,40.758977777777766,-73.98444722222222,36,7,4.0,Wednesday,2.0
0,40.73884499999999,-74.00245833333334,60,12,4.0,Wednesday,3.0
1,40.72586999999999,-73.99116199999999,56,11,4.0,Wednesday,3.0
2,40.716744642857144,-74.00877142857144,50,10,4.0,Wednesday,3.0
0,40.73131511936343,-73.99599363395228,377,75,4.0,Wednesday,4.0
1,40.76395802469135,-73.98531851851853,81,16,4.0,Wednesday,4.0
2,40.645669696969705,-73.7780575757576,33,6,4.0,Wednesday,4.0
3,40.77572424242424,-73.95729393939394,33,6,4.0,Wednesday,4.0
0,40.74695918215614,-73.98688535315993,1345,269,4.0,Wednesday,5.0
1,40.64604736842102,-73.78254999999994,76,15,4.0,Wednesday,5.0
2,40.68765714285715,-73.99137999999999,35,7,4.0,Wednesday,5.0
0,40.75312849331721,-73.98146734507894,3292,658,4.0,Wednesday,6.0
1,40.68967524752474,-73.99052772277227,150,30,4.0,Wednesday,6.0
2,40.645311494252844,-73.78290919540227,137,27,4.0,Wednesday,6.0
3,40.718458394160585,-73.9552671532847,101,20,4.0,Wednesday,6.0
4,40.681577999999995,-73.96844999999996,87,17,4.0,Wednesday,6.0
0,40.752008978195846,-73.98231323215042,4678,935,4.0,Wednesday,7.0
1,40.718140000000005,-73.95617037037037,271,54,4.0,Wednesday,7.0
2,40.688394833948344,-73.98384907749076,135,27,4.0,Wednesday,7.0
3,40.771202040816306,-73.86717755102042,50,10,4.0,Wednesday,7.0
4,40.645430000000005,-73.784296,49,9,4.0,Wednesday,7.0
0,40.750104839083136,-73.9830334568188,4319,863,4.0,Wednesday,8.0
1,40.77162736842106,-73.86785894736839,256,51,4.0,Wednesday,8.0
2,40.69080703124998,-73.980314453125,95,19,4.0,Wednesday,8.0
3,40.71603548387096,-73.95835483870968,93,18,4.0,Wednesday,8.0
0,40.74917265372171,-73.98462944983814,3090,618,4.0,Wednesday,9.0
1,40.69312686567165,-73.99258059701494,114,22,4.0,Wednesday,9.0
2,40.77131403508773,-73.8674964912281,67,13,4.0,Wednesday,9.0
3,40.71554444444444,-73.96100555555553,54,10,4.0,Wednesday,9.0
0,40.74810754716992,-73.98540044025172,3180,636,4.0,Wednesday,10.0
1,40.771430120481924,-73.86747710843375,83,16,4.0,Wednesday,10.0
2,40.69350793650796,-73.98936349206346,63,12,4.0,Wednesday,10.0
3,40.718475555555564,-73.95943111111112,45,9,4.0,Wednesday,10.0
4,40.703199999999995,-73.98568571428572,7,1,4.0,Wednesday,10.0
0,40.74821814200808,-73.98554369721595,3197,639,4.0,Wednesday,11.0
1,40.771685869565225,-73.86817717391304,92,18,4.0,Wednesday,11.0
2,40.70193999999999,-73.98688799999998,25,5,4.0,Wednesday,11.0
0,40.74747992667279,-73.98611359608915,3273,654,4.0,Wednesday,12.0
1,40.77217500000001,-73.86891022727275,88,17,4.0,Wednesday,12.0
2,40.71578636363637,-73.95942424242425,66,13,4.0,Wednesday,12.0
3,40.69075312500001,-73.98689999999999,32,6,4.0,Wednesday,12.0
0,40.74855832881171,-73.98522249050457,3686,737,4.0,Wednesday,13.0
1,40.77171494252874,-73.86828045977012,87,17,4.0,Wednesday,13.0
2,40.64502209302324,-73.7832895348837,86,17,4.0,Wednesday,13.0
3,40.695903508771934,-73.99067192982456,57,11,4.0,Wednesday,13.0
0,40.74835857740576,-73.98553906628503,4541,908,4.0,Wednesday,14.0
1,40.64516073298432,-73.78479319371728,191,38,4.0,Wednesday,14.0
2,40.77134492753624,-73.86826956521739,69,13,4.0,Wednesday,14.0
3,40.69216545454546,-73.98888545454547,55,11,4.0,Wednesday,14.0
4,40.71542558139535,-73.96071395348837,43,8,4.0,Wednesday,14.0
5,40.7032909090909,-73.9867090909091,11,2,4.0,Wednesday,14.0
0,40.748024256701946,-73.98558576766848,6155,1231,4.0,Wednesday,15.0
1,40.64543086419755,-73.78489135802471,162,32,4.0,Wednesday,15.0
2,40.69098235294117,-74.17967058823528,117,23,4.0,Wednesday,15.0
3,40.771602564102565,-73.8678034188034,44,8,4.0,Wednesday,15.0
4,40.718138636363626,-73.95742272727274,34,6,4.0,Wednesday,15.0
0,40.74833687992263,-73.98608958131848,7237,1447,4.0,Wednesday,16.0
1,40.77147565217392,-73.86760869565217,122,24,4.0,Wednesday,16.0
2,40.69192857142856,-74.17925714285715,115,23,4.0,Wednesday,16.0
3,40.69889746835443,-73.9899987341772,79,15,4.0,Wednesday,16.0
4,40.64508196721308,-73.78414426229509,54,10,4.0,Wednesday,16.0
5,40.72067222222222,-73.95588333333332,49,9,4.0,Wednesday,16.0
0,40.747064520530856,-73.98692772608861,8061,1612,4.0,Wednesday,17.0
1,40.71794606741574,-73.95954606741574,151,30,4.0,Wednesday,17.0
2,40.77165196078431,-73.8681431372549,120,24,4.0,Wednesday,17.0
3,40.695819205298015,-73.98921721854305,102,20,4.0,Wednesday,17.0
4,40.64476666666667,-73.78449333333332,89,17,4.0,Wednesday,17.0
5,40.69360588235294,-74.17884705882352,34,6,4.0,Wednesday,17.0
0,40.746312794380806,-73.98710063352166,7261,1452,4.0,Wednesday,18.0
1,40.77134134615384,-73.86763942307694,144,28,4.0,Wednesday,18.0
2,40.64548992248063,-73.78364418604647,129,25,4.0,Wednesday,18.0
3,40.71768947368422,-73.95802368421053,114,22,4.0,Wednesday,18.0
4,40.69655000000001,-73.98952847222218,104,20,4.0,Wednesday,18.0
5,40.69192352941177,-74.18002647058823,34,6,4.0,Wednesday,18.0
0,40.74542092497745,-73.98776113287153,6638,1327,4.0,Wednesday,19.0
1,40.77253333333333,-73.88546363636365,161,32,4.0,Wednesday,19.0
2,40.64485312500004,-73.78432874999999,160,32,4.0,Wednesday,19.0
3,40.71528198757765,-73.95446521739133,129,25,4.0,Wednesday,19.0
4,40.77197286821706,-73.86881860465115,115,23,4.0,Wednesday,19.0
5,40.69363130434783,-73.9913243478261,33,6,4.0,Wednesday,19.0
6,40.685723529411746,-73.97911176470588,17,3,4.0,Wednesday,19.0
0,40.745021883992116,-73.98867914584277,6603,1320,4.0,Wednesday,20.0
1,40.771632800000006,-73.86821680000003,216,43,4.0,Wednesday,20.0
2,40.71659312977099,-73.95727480916037,131,26,4.0,Wednesday,20.0
3,40.64532680412369,-73.78300309278349,125,25,4.0,Wednesday,20.0
4,40.68628009259257,-73.98660925925927,97,19,4.0,Wednesday,20.0
5,40.80713488372094,-73.95183488372095,43,8,4.0,Wednesday,20.0
0,40.74463497018582,-73.98981930901427,5702,1140,4.0,Wednesday,21.0
1,40.771272727272724,-73.86721900826444,151,30,4.0,Wednesday,21.0
2,40.715805555555576,-73.95813611111109,144,28,4.0,Wednesday,21.0
3,40.68363576158938,-73.98228940397351,121,24,4.0,Wednesday,21.0
4,40.645740540540544,-73.78391171171167,111,22,4.0,Wednesday,21.0
5,40.69202857142858,-74.17931714285714,46,9,4.0,Wednesday,21.0
6,40.74045652173914,-74.03102173913044,35,7,4.0,Wednesday,21.0
0,40.71783571428571,-73.95837727272725,3842,768,4.0,Wednesday,22.0
1,40.74367272254034,-73.99059023945868,154,30,4.0,Wednesday,22.0
2,40.64587297297296,-73.7845351351351,111,22,4.0,Wednesday,22.0
3,40.771689523809535,-73.86811999999999,105,21,4.0,Wednesday,22.0
4,40.673960975609766,-73.96542926829268,41,8,4.0,Wednesday,22.0
5,40.691917647058816,-74.17930294117646,34,6,4.0,Wednesday,22.0
0,40.74132093023257,-73.9915591671174,1849,369,4.0,Wednesday,23.0
1,40.77323658536585,-73.87090731707318,174,34,4.0,Wednesday,23.0
2,40.64574022988508,-73.78293563218388,67,13,4.0,Wednesday,23.0
3,40.71636567164178,-73.95887910447763,41,8,4.0,Wednesday,23.0
4,40.69125833333332,-74.18021666666668,36,7,4.0,Wednesday,23.0
0,40.74080207547173,-73.99228735849053,530,132,4.0,Thursday,0.0
0,40.7319905063291,-73.99929620253164,158,39,4.0,Thursday,1.0
1,40.75891833333334,-73.97557,60,15,4.0,Thursday,1.0
0,40.740824731182784,-74.00019569892474,93,23,4.0,Thursday,3.0
1,40.72509555555557,-73.99309444444441,90,22,4.0,Thursday,3.0
0,40.73218902821313,-73.99774106583074,319,79,4.0,Thursday,4.0
1,40.7657125,-73.98327678571427,56,14,4.0,Thursday,4.0
0,40.74179208715598,-73.98789300458718,872,218,4.0,Thursday,5.0
1,40.645963636363646,-73.78120363636366,82,20,4.0,Thursday,5.0
2,40.786496341463426,-73.97572682926827,55,13,4.0,Thursday,5.0
0,40.75296687066513,-73.98209049367624,2451,612,4.0,Thursday,6.0
1,40.688670175438595,-73.98475087719297,68,17,4.0,Thursday,6.0
2,40.64539999999998,-73.78301029411763,66,16,4.0,Thursday,6.0
3,40.71509696969697,-73.96046969696974,57,14,4.0,Thursday,6.0
0,40.75119107729028,-73.9825456281708,3351,837,4.0,Thursday,7.0
1,40.691208888888895,-73.99080777777777,123,30,4.0,Thursday,7.0
2,40.718929268292676,-73.95748617886176,90,22,4.0,Thursday,7.0
3,40.645457575757575,-73.78169999999997,36,9,4.0,Thursday,7.0
4,40.69142777777778,-73.96779444444445,33,8,4.0,Thursday,7.0
0,40.748453945578305,-73.98368176870748,2940,735,4.0,Thursday,8.0
1,40.771539189189184,-73.8679162162162,91,22,4.0,Thursday,8.0
2,40.692169318181826,-73.98924999999997,88,22,4.0,Thursday,8.0
3,40.71872197802197,-73.95587912087917,74,18,4.0,Thursday,8.0
0,40.749313779527476,-73.98435649606299,2032,508,4.0,Thursday,9.0
1,40.77113763440858,-73.86698924731186,93,23,4.0,Thursday,9.0
2,40.69460882352941,-73.98793970588237,68,17,4.0,Thursday,9.0
3,40.7174375,-73.96018541666668,48,12,4.0,Thursday,9.0
0,40.747468750000024,-73.98628393640357,1824,456,4.0,Thursday,10.0
1,40.77177868852459,-73.86813442622952,61,15,4.0,Thursday,10.0
0,40.7473839717742,-73.98679672379028,1984,496,4.0,Thursday,11.0
1,40.77158153846154,-73.86847999999998,65,16,4.0,Thursday,11.0
0,40.74530228933268,-73.98754281539226,2053,513,4.0,Thursday,12.0
1,40.77191746031746,-73.86891746031748,63,15,4.0,Thursday,12.0
0,40.746497517863844,-73.98682301617143,2659,664,4.0,Thursday,13.0
1,40.77119705882353,-73.86728529411764,68,17,4.0,Thursday,13.0
2,40.692847272727285,-73.98892181818182,55,13,4.0,Thursday,13.0
3,40.64501388888889,-73.78769444444445,36,9,4.0,Thursday,13.0
0,40.74734591061101,-73.98656716327147,3289,822,4.0,Thursday,14.0
1,40.77138205128204,-73.8676628205128,166,41,4.0,Thursday,14.0
2,40.695811842105265,-73.99010131578945,78,19,4.0,Thursday,14.0
3,40.64476746987955,-73.78513373493975,76,19,4.0,Thursday,14.0
4,40.693008108108096,-74.17880540540541,37,9,4.0,Thursday,14.0
0,40.747720261437856,-73.9855526707234,4437,1109,4.0,Thursday,15.0
1,40.77154845360826,-73.8677288659794,100,25,4.0,Thursday,15.0
2,40.64522399999998,-73.783777,97,24,4.0,Thursday,15.0
3,40.69128292682927,-74.17971463414634,41,10,4.0,Thursday,15.0
0,40.74760916604053,-73.98598117956435,5324,1331,4.0,Thursday,16.0
1,40.77301621621622,-73.88563783783786,132,33,4.0,Thursday,16.0
2,40.77107954545455,-73.86710681818184,91,22,4.0,Thursday,16.0
3,40.645157142857116,-73.78432307692306,58,14,4.0,Thursday,16.0
4,40.69847586206896,-73.9897275862069,37,9,4.0,Thursday,16.0
5,40.71454,-73.96321428571427,35,8,4.0,Thursday,16.0
0,40.74717266721738,-73.9862124029729,6055,1513,4.0,Thursday,17.0
1,40.771021379310355,-73.86706137931036,145,36,4.0,Thursday,17.0
2,40.64459444444444,-73.78524305555555,72,18,4.0,Thursday,17.0
3,40.772909375,-73.88569687500001,56,14,4.0,Thursday,17.0
4,40.69968035714286,-73.99015535714287,36,9,4.0,Thursday,17.0
5,40.71474166666666,-73.96203333333334,32,8,4.0,Thursday,17.0
0,40.74611543505212,-73.98679810384542,5643,1410,4.0,Thursday,18.0
1,40.772850877192994,-73.88575087719298,198,49,4.0,Thursday,18.0
2,40.77069949494952,-73.86635707070708,92,23,4.0,Thursday,18.0
3,40.64501304347825,-73.78571739130433,80,20,4.0,Thursday,18.0
4,40.71835625000001,-73.95692625000001,80,20,4.0,Thursday,18.0
5,40.69287714285714,-74.17871428571428,57,14,4.0,Thursday,18.0
6,40.69100999999998,-73.990275,35,8,4.0,Thursday,18.0
7,40.702850000000005,-73.98778846153844,26,6,4.0,Thursday,18.0
0,40.74529319909589,-73.9873645777685,4867,1216,4.0,Thursday,19.0
1,40.64471764705882,-73.78464117647063,178,44,4.0,Thursday,19.0
2,40.772510447761185,-73.88570447761195,153,38,4.0,Thursday,19.0
3,40.77108932584272,-73.8668421348315,67,16,4.0,Thursday,19.0
4,40.693852380952386,-74.17844047619047,52,13,4.0,Thursday,19.0
5,40.717449999999985,-73.96026730769229,42,10,4.0,Thursday,19.0
6,40.702278125,-73.988571875,32,8,4.0,Thursday,19.0
0,40.77074464285719,-73.86625178571431,5292,1323,4.0,Thursday,20.0
1,40.74490665154967,-73.9887449735452,224,56,4.0,Thursday,20.0
2,40.64549816513761,-73.78472568807337,109,27,4.0,Thursday,20.0
3,40.716710256410245,-73.9584576923077,78,19,4.0,Thursday,20.0
4,40.688473809523806,-73.99024285714287,42,10,4.0,Thursday,20.0
5,40.70216206896552,-73.98970689655172,29,7,4.0,Thursday,20.0
0,40.74355103435858,-73.99046049649216,5559,1389,4.0,Thursday,21.0
1,40.77168857142858,-73.8679914285714,140,35,4.0,Thursday,21.0
2,40.645361627906965,-73.78311279069767,104,26,4.0,Thursday,21.0
3,40.67678666666668,-73.98720499999997,86,21,4.0,Thursday,21.0
4,40.71682596153846,-73.95846826923076,60,15,4.0,Thursday,21.0
5,40.69179487179486,-74.1794230769231,39,9,4.0,Thursday,21.0
6,40.689744444444436,-73.98656111111111,18,4,4.0,Thursday,21.0
0,40.74167689207345,-73.99231692789951,4466,1116,4.0,Thursday,22.0
1,40.64602150537631,-73.78386774193545,130,32,4.0,Thursday,22.0
